OPS-code;Text;Weitere_Texte_OPS;wann_gueltig;Mapping_moeglich;Kombiprodukt;Substanzangabe_aus_OPS-Code;Bemerkung_LOESCHEN;1Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_UNII-number;2Substanz_allg_ASK-Nr;2Substanz_allg_CAS-Nummer;3Substanz_allg_engl_INN_oder_sonst;3Substanz_allg_UNII-number;3Substanz_allg_ASK-Nr;3Substanz_allg_CAS-Nummer;4Substanz_allg_engl_INN_oder_sonst;4Substanz_allg_UNII-number;4Substanz_allg_ASK-Nr;4Substanz_allg_CAS-Nummer;Substanzname_ATC;ATC-Code;ATC-Code2;ATC-Code3;ATC-Code4;ATC-Code5;Einheit_Wert_min;Einheit_Wert_max;UCUM-Code;UCUM-Description;Kommentar SZ;Routes and Methods of Administration - Concept Code;Routes and Methods of Administration - Term;Administration Method - ID;Administration Method - Name;Code Intended Site (EDQM);Intended Site (EDQM);2_Routes and Methods of Administration - Concept Code;2_Routes and Methods of Administration - Term;2_Administration Method - ID;2_Administration Method - Name;2_Code Intended Site (EDQM);2_Intended Site (EDQM);EU-Zulassung? ;Strenght;Pharmaceutical Form;Packaging;Handelsname-Beispiel (Invented name)
6-007.3k;IntravenÃ¶se Applikation von 4.150 mg bis unter 4.550 mg Aflibercept;;gleich 2018 bis 2020;;;Aflibercept;eindeutig;aflibercept;;;;;;;;;;;;;Aflibercept;S01LA05;L01XX44;;;;4150;4550;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;;Parenteral;;;;;;;ja;;Concentrate for solution for infusion;;Zaltrap
6-007.3m;IntravenÃ¶se Applikation von 4.550 mg oder mehr Aflibercept;;gleich 2018 bis 2020;;;Aflibercept;eindeutig;aflibercept;;;;;;;;;;;;;Aflibercept;S01LA05;L01XX44;;;;4550;;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;;Parenteral;;;;;;;ja;;Concentrate for solution for infusion;;Zaltrap
6-007.4;Orale Applikation von Bosutinib;;gleich 2015 bis 2020;;;Bosutinib;eindeutig;bosutinib;;;;;;;;;;;;;Bosutinib;L01XE14;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.5;Orale Applikation von Dabrafenib;;gleich 2015 bis 2020;;;Dabrafenib;eindeutig;dabrafenib;;;;;;;;;;;;;Dabrafenib;L01XE23;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.6;Orale Applikation von Enzalutamid;;gleich 2015 bis 2017;;;;;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;;;;;;;;;;;;;;;;;;;;;;
6-007.60;Orale Applikation von 480 mg bis unter 960 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;480;960;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.61;Orale Applikation von 960 mg bis unter 1.440 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;960;1440;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.62;Orale Applikation von 1.440 mg bis unter 1.920 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;1440;1920;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.63;Orale Applikation von 1.920 mg bis unter 2.400 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;1920;2400;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.64;Orale Applikation von 2.400 mg bis unter 2.880 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;2400;2880;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.65;Orale Applikation von 2.880 mg bis unter 3.360 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;2880;3360;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.66;Orale Applikation von 3.360 mg bis unter 3.840 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;3360;3840;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.67;Orale Applikation von 3.840 mg bis unter 4.320 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;3840;4320;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.68;Orale Applikation von 4.320 mg bis unter 4.800 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;4320;4800;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.69;Orale Applikation von 4.800 mg bis unter 5.280 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;4800;5280;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.6a;Orale Applikation von 5.280 mg bis unter 5.760 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;5280;5760;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.6b;Orale Applikation von 5.760 mg bis unter 6.240 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;5760;6240;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.6c;Orale Applikation von 6.240 mg bis unter 6.720 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;6240;6720;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.6d;Orale Applikation von 6.720 mg bis unter 7.200 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;6720;7200;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.6e;Orale Applikation von 7.200 mg bis unter 7.680 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;7200;7680;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.6f;Orale Applikation von 7.680 mg bis unter 8.160 mg Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;7680;8160;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.6g;Orale Applikation von 8.160 mg oder mehr Enzalutamid;;gleich 2018 bis 2020;;;Enzalutamid;eindeutig;enzalutamide;;;;;;;;;;;;;Enzalutamid;L02BB04;;;;;8160;;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.7;Parenterale Applikation von Lipegfilgrastim;;gleich 2015 bis 2016;;;Lipegfilgrastim;;lipegfilgrastim;;;;;;;;;;;;;Lipegfilgrastim;L03AA14;;;;;;;;;;;;;;;;;;;;;;;;;;
6-007.70;Parenterale Applikation von 1 mg bis unter 3 mg Lipegfilgrastim bei Patienten unter 15 Jahren;;gleich 2017 bis 2020;;;Lipegfilgrastim;eindeutig;lipegfilgrastim;;;;;;;;;;;;;Lipegfilgrastim;L03AA14;;;;;1;3;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Lonquex
6-007.71;Parenterale Applikation von 3 mg bis unter 6 mg Lipegfilgrastim bei Patienten unter 15 Jahren;;gleich 2017 bis 2020;;;Lipegfilgrastim;eindeutig;lipegfilgrastim;;;;;;;;;;;;;Lipegfilgrastim;L03AA14;;;;;3;6;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Lonquex
6-007.72;Parenterale Applikation von 6 mg bis unter 12 mg Lipegfilgrastim;;gleich 2017 bis 2020;;;Lipegfilgrastim;eindeutig;lipegfilgrastim;;;;;;;;;;;;;Lipegfilgrastim;L03AA14;;;;;6;12;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Lonquex
6-007.73;Parenterale Applikation von 12 mg bis unter 18 mg Lipegfilgrastim;;gleich 2017 bis 2020;;;Lipegfilgrastim;eindeutig;lipegfilgrastim;;;;;;;;;;;;;Lipegfilgrastim;L03AA14;;;;;12;18;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Lonquex
6-007.74;Parenterale Applikation von 18 mg bis unter 24 mg Lipegfilgrastim;;gleich 2017 bis 2020;;;Lipegfilgrastim;eindeutig;lipegfilgrastim;;;;;;;;;;;;;Lipegfilgrastim;L03AA14;;;;;18;24;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Lonquex
6-007.75;Parenterale Applikation von 24 mg bis unter 30 mg Lipegfilgrastim;;gleich 2017 bis 2020;;;Lipegfilgrastim;eindeutig;lipegfilgrastim;;;;;;;;;;;;;Lipegfilgrastim;L03AA14;;;;;24;30;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Lonquex
6-007.76;Parenterale Applikation von 30 mg oder mehr Lipegfilgrastim;;gleich 2017 bis 2020;;;Lipegfilgrastim;eindeutig;lipegfilgrastim;;;;;;;;;;;;;Lipegfilgrastim;L03AA14;;;;;30;;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;;Solution for injection;;Lonquex
6-007.8;Parenterale Applikation von Ocriplasmin;;gleich 2015 bis 2020;;;Ocriplasmin;eindeutig;ocriplasmin;;;;;;;;;;;;;Ocriplasmin;S01XA22;;;;;;;;;;20047000;Intravitreal use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-007.9;Parenterale Applikation von Pertuzumab;;gleich 2015 bis 2018;;;Pertuzumab;eindeutig;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;;;;;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-007.90;Parenterale Applikation von 420 mg bis unter 840 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;420;840;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.91;Parenterale Applikation von 840 mg bis unter 1.260 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;840;1260;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.92;Parenterale Applikation von 1.260 mg bis unter 1.680 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;1260;1680;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.93;Parenterale Applikation von 1.680 mg bis unter 2.100 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;1680;2100;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.94;Parenterale Applikation von 2.100 mg bis unter 2.520 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;2100;2520;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.95;Parenterale Applikation von 2.520 mg bis unter 2.940 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;2520;2940;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.96;Parenterale Applikation von 2.940 mg bis unter 3.360 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;2940;3360;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.97;Parenterale Applikation von 3.360 mg bis unter 3.780 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;3360;3780;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.98;Parenterale Applikation von 3.780 mg bis unter 4.200 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;3780;4200;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.99;Parenterale Applikation von 4.200 mg bis unter 4.620 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;4200;4620;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.9a;Parenterale Applikation von 4.620 mg bis unter 5.040 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;4620;5040;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.9b;Parenterale Applikation von 5.040 mg bis unter 5.460 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;5040;5460;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.9c;Parenterale Applikation von 5.460 mg bis unter 5.880 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;5460;5880;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.9d;Parenterale Applikation von 5.880 mg bis unter 6.300 mg Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;5880;6300;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.9e;Parenterale Applikation von 6.300 mg oder mehr Pertuzumab;;gleich 2019 bis 2020;;;Pertuzumab;;pertuzumab;;;;;;;;;;;;;Pertuzumab;L01XC13;;;;;6300;;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.a;Orale Applikation von Pomalidomid;;gleich 2015 bis 2019;;;Pomalidomid;eindeutig;pomalidomide;;;;;;;;;;;;;Pomalidomid;L04AX06;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.b;Orale Applikation von Ponatinib;;gleich 2015 bis 2019;;;Ponatinib;eindeutig;ponatinib;;;;;;;;;;;;;Ponatinib;L01XE24;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.c;Orale Applikation von Regorafenib;;gleich 2015 bis 2019;;;Regorafenib;eindeutig;regorafenib;;;;;;;;;;;;;Regorafenib;L01XE21;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.d;Parenterale Applikation von Trastuzumab-Emtansin;;gleich 2015 bis 2019;;;Trastuzumab-Emtansin;eindeutig;trastuzumab emtansine;;;;;;;;;;;;;Trastuzumab emtansin;L01XC14;;;;;;;;;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-007.e;Orale Applikation von Ibrutinib;;gleich 2016 bis 2017;;;Ibrutinib;;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;;;;;;;;;;;;;;;;;;;;;;
6-007.e0;Orale Applikation von 1.400 mg bis unter 2.100 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;1400;2100;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e1;Orale Applikation von 2.100 mg bis unter 2.800 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;2100;2800;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e2;Orale Applikation von 2.800 mg bis unter 3.500 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;2800;3500;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e3;Orale Applikation von 3.500 mg bis unter 4.200 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;3500;4200;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e4;Orale Applikation von 4.200 mg bis unter 4.900 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;4200;4900;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e5;Orale Applikation von 4.900 mg bis unter 5.600 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;4900;5600;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e6;Orale Applikation von 5.600 mg bis unter 6.300 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;5600;6300;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e7;Orale Applikation von 6.300 mg bis unter 7.000 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;6300;7000;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e8;Orale Applikation von 7.000 mg bis unter 8.400 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;7000;8400;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.e9;Orale Applikation von 8.400 mg bis unter 9.800 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;8400;9800;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.ea;Orale Applikation von 9.800 mg bis unter 11.200 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;9800;11200;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.eb;Orale Applikation von 11.200 mg bis unter 12.600 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;11200;12600;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.ec;Orale Applikation von 12.600 mg bis unter 14.000 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;12600;14000;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.ed;Orale Applikation von 14.000 mg bis unter 16.800 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;14000;16800;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.ee;Orale Applikation von 16.800 mg bis unter 19.600 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;16800;19600;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.ef;Orale Applikation von 19.600 mg bis unter 22.400 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;19600;22400;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.eg;Orale Applikation von 22.400 mg bis unter 25.200 mg Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;22400;25200;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.eh;Orale Applikation von 25.200 mg oder mehr Ibrutinib;;gleich 2018 bis 2020;;;Ibrutinib;eindeutig;ibrutinib;;;;;;;;;;;;;Ibrutinib;L01XE27;;;;;25200;;mg;milligram;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.f;Orale Applikation von Idelalisib;;gleich 2016 bis 2020;;;Idelalisib;eindeutig;idelalisib;;;;;;;;;;;;;Idelalisib;L01XX47;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.g;Orale Applikation von Ledipasvir-Sofosbuvir;;gleich 2016 bis 2020;;j;Ledipasvir-Sofosbuvir;eindeutig, aber mit mehreren Substanzen (Kombinationspräparat);ledipasvir;sofosbuvir;WJ6CA3ZU8B;41342;1190307-88-0;;;;;;;;;Sofosbuvir und Ledipasvir;J05AP51;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;ja;;;;
6-007.h;Orale Applikation von Macitentan;;gleich 2016 bis 2018;;;Macitentan;eindeutig;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-007.h0;Orale Applikation von 20 mg bis unter 40 mg Macitentan bei Patienten unter 15 Jahren;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;20;40;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h1;Orale Applikation von 40 mg bis unter 60 mg Macitentan bei Patienten unter 15 Jahren;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;40;60;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h2;Orale Applikation von 60 mg bis unter 80 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;60;80;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h3;Orale Applikation von 80 mg bis unter 100 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;80;100;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h4;Orale Applikation von 100 mg bis unter 120 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;100;120;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h5;Orale Applikation von 120 mg bis unter 140 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;120;140;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h6;Orale Applikation von 140 mg bis unter 160 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;140;160;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h7;Orale Applikation von 160 mg bis unter 200 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;160;200;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h8;Orale Applikation von 200 mg bis unter 240 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;200;240;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.h9;Orale Applikation von 240 mg bis unter 280 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;240;280;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.ha;Orale Applikation von 280 mg bis unter 320 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;280;320;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.hb;Orale Applikation von 320 mg bis unter 360 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;320;360;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.hc;Orale Applikation von 360 mg bis unter 400 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;360;400;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.hd;Orale Applikation von 400 mg bis unter 480 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;400;480;mg;milligram;;;;;;;;;;;;;;;;;;
6-007.he;Orale Applikation von 480 mg bis unter 560 mg Macitentan;;gleich 2019 bis 2020;;;Macitentan;;macitentan;;;;;;;;;;;;;Macitentan;C02KX04;;;;;480;560;mg;milligram;;;;;;;;;;;;;;;;;;
